Project,FileName,ASMRV,EILC,HCL,LRA,MMM,NCOE,NHE,NSL,NURP,PEO,TMC,TMS,UNMD,UNMI,UP,Changed,PrevFixing,CodeChurn,LOC
javacpp-1.5,src/main/java/org/bytedeco/javacpp/PointerPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,76,318
javacpp-1.5,src/test/java/org/bytedeco/javacpp/EnumTest.java,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,110,89
javacpp-1.5,src/test/java/org/bytedeco/javacpp/PointerTest.java,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,9,1128,846
javacpp-1.5,src/test/java/org/bytedeco/javacpp/BufferTest.java,0,12,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,219,179
javacpp-1.5,src/main/java/org/bytedeco/javacpp/BytePointer.java,0,2,0,0,0,0,0,0,0,0,1,0,23,0,0,0,8,227,308
javacpp-1.5,src/main/java/org/bytedeco/javacpp/Pointer.java,0,4,0,0,0,0,0,0,0,0,1,1,15,0,0,1,23,705,730
javacpp-1.5,src/main/java/org/bytedeco/javacpp/DoublePointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,74,135
javacpp-1.5,src/main/java/org/bytedeco/javacpp/ShortPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,74,135
javacpp-1.5,src/main/java/org/bytedeco/javacpp/BoolPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,75,87
javacpp-1.5,src/main/java/org/bytedeco/javacpp/CLongPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,115,129
javacpp-1.5,src/main/java/org/bytedeco/javacpp/IntPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,105,188
javacpp-1.5,src/test/java/org/bytedeco/javacpp/AdapterTest.java,0,2,0,0,0,0,0,0,0,0,0,2,18,0,0,0,5,139,197
javacpp-1.5,src/main/java/org/bytedeco/javacpp/SizeTPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,115,128
javacpp-1.5,src/main/java/org/bytedeco/javacpp/Loader.java,0,0,0,0,0,0,0,2,0,0,0,1,5,0,0,1,53,2286,1478
javacpp-1.5,src/main/java/org/bytedeco/javacpp/FloatPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,74,135
javacpp-1.5,src/main/java/org/bytedeco/javacpp/CharPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,103,184
javacpp-1.5,src/main/java/org/bytedeco/javacpp/BooleanPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,141,135
javacpp-1.5,src/main/java/org/bytedeco/javacpp/LongPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,74,135
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/PointerPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,76,318
javacpp-1.5.1-1,src/test/java/org/bytedeco/javacpp/EnumTest.java,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,110,89
javacpp-1.5.1-1,src/test/java/org/bytedeco/javacpp/PointerTest.java,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,10,1180,877
javacpp-1.5.1-1,src/test/java/org/bytedeco/javacpp/BufferTest.java,0,12,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,219,179
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/BytePointer.java,0,2,0,0,0,0,0,0,0,0,1,0,23,0,0,0,8,227,308
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/Pointer.java,0,4,0,0,0,0,0,0,0,0,1,1,15,0,0,0,26,727,734
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/DoublePointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,74,135
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/ShortPointer.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,74,135
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/BoolPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,75,87
javacpp-1.5.1-1,src/main/java/org/bytedeco/javacpp/CLongPointer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,115,129
