Variable,Coefficient,Odds Ratio,p-value,95% CI
const,-0.8113070983880966,0.4442769728175096,3.489452187042573e-12,"(0.3535, 0.5584)"
ASMRV,0.35201148794941445,1.421924858625597,0.0050123147078270855,"(1.1120, 1.8182)"
EILC,0.22083166385590258,1.2471134786190676,0.05414201677408497,"(0.9961, 1.5614)"
NSL,0.09657465907251879,1.101391806965092,0.36835470801174275,"(0.8924, 1.3593)"
PEO,0.030178430192468825,1.0306384145587786,0.7850629075636448,"(0.8297, 1.2803)"
TMS,0.07751143691916038,1.0805945910608707,0.4934048188499093,"(0.8656, 1.3489)"
UNMD,-0.012369246298106174,0.9877069383896492,0.9137688918799396,"(0.7896, 1.2355)"
UNMI,0.2953888242107454,1.3436487002755715,0.017353041896734284,"(1.0534, 1.7138)"
