Variable,Coefficient,Odds Ratio,p-value,95% CI
const,-1.0785060192214964,0.3401032540064884,0.9991842105033557,"(0.0000, inf)"
ASMRV,8.322271104445791,4114.4938504729935,0.9994180247592102,"(0.0000, inf)"
EILC,-3.1001614623590386,0.04504192923025339,0.9994075501319469,"(0.0000, inf)"
LRA,4.300299665129666,73.72188226725258,0.9992369780977853,"(0.0000, inf)"
MMM,-0.9242034043665169,0.396847420117782,0.08344020334391414,"(0.1394, 1.1300)"
NHE,-8.809529619724916,0.00014930346883084276,0.9994075501507502,"(0.0000, inf)"
