Variable,Coefficient,Odds Ratio,p-value,95% CI
const,-1.026862540789053,0.3581288143108737,0.9944926037336788,"(0.0000, 1526057679639339748043906693540969863228063798108762917828599730893762227011093603900165067296420025003015075442465990540001280.0000)"
ASMRV,0.13116108498103946,1.1401514277913762,0.1970672121769621,"(0.9341, 1.3916)"
EILC,-0.06348689064431211,0.938486422172339,0.5930929249620824,"(0.7435, 1.1846)"
TMS,0.11589776747180813,1.1228810712943875,0.2947216002212857,"(0.9040, 1.3947)"
UNMD,-1.03968720337762,0.3535652586825725,0.9994367162723384,"(0.0000, inf)"
UNMI,0.15223486218407623,1.1644336857580515,0.13655471882844297,"(0.9530, 1.4228)"
UP,-1.7961913319636096,0.1659296572460259,0.9990243641252969,"(0.0000, inf)"
