Variable,Coefficient,Odds Ratio,p-value,95% CI
const,-0.9548916161718322,0.3848538542266169,4.383768660186961e-08,"(0.2734, 0.5417)"
EILC,-0.4448877060298457,0.6408962407749734,0.14756605027513275,"(0.3510, 1.1703)"
NSL,0.15857228880676952,1.1718366318353013,0.5055897024192862,"(0.7347, 1.8690)"
NURP,-0.07669673590298698,0.9261706853378212,0.8543208368235169,"(0.4084, 2.1002)"
TMS,-0.29261857457057433,0.7463067467871475,0.12878507108933288,"(0.5116, 1.0887)"
UNMD,0.2761979721308317,1.3181087870039434,0.09284212922196443,"(0.9551, 1.8190)"
UNMI,0.33638248739285886,1.3998743567185825,0.22625115495466674,"(0.8118, 2.4139)"
UP,0.0939676794604551,1.0985242404472444,0.8018499908065089,"(0.5273, 2.2884)"
