buggy_file_path,fix_commit_hash,fix_date,buggy_commit_hash,buggy_date,fix_message
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,36d14c320841c3770676def06dd1362692f7eeef,2017-01-13 16:40:20+01:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,54ab2c4f16702d344e8ca0621de9f3c9372f4de1,2017-01-31 16:28:11+01:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,94e1b3ef98d720516aec2b11b71e6dec721ee511,2016-11-03 10:40:55+01:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,08ee95aee5dff20234a931506e4e560d271e5468,2017-07-20 15:15:58+02:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,bd0f53881fa68573ec67612d515fc620949e8f70,2019-01-18 18:19:50+01:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,0bddf1abe31239f9e78085bf67bcf6bac632e0f5,2019-01-14 15:43:05+01:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,3947152df50522bace84c5834cb1451b0febae8f,2017-03-13 16:43:43+01:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,5618668633eb99d8b015de80edea762316b6b59a,2016-11-04 11:50:22+01:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,ee6b0e65138ef7bbb95e710dd41b4690158379eb,2017-06-01 17:51:12+02:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,3ded6e7b247e2043461aa45c10c235857501e42d,2016-11-30 17:27:14+01:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,8795d366f0d850fd24dbc4fd1e9f3999b147f300,2017-08-31 12:33:46+02:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,4c113c403e1502ba025317dbb140389a06f31ea1,2018-04-05 16:39:38+02:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,e814ff44a50bb6dad0f7046781ff078872c45014,2018-09-11 10:26:03+02:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,a4dcf76503fc3bbb90452d4e99e26b9cc7ec20f2,2017-12-12 11:11:43+01:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,7c4ee6effb2cbab8d9f3d80415959d61f29599b3,2016-11-29 12:04:33+01:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,684cc2f77a16f674f657ebc5224c3551f76b19e1,2016-11-17 17:59:16+01:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,ee3cf1b58ab308175b970c92de027e59183bc9df,2016-11-04 18:48:41+01:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,cd9329282750d0d9bde7c4450fce3018a683b03d,2018-09-05 17:48:35+02:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,31c48c373003da701f8948fa79f06f510ef7444a,2016-11-06 00:58:47+01:00,Revert audio lists stable ids optimization  Fix #739
vlc-android/src/org/videolan/vlc/gui/audio/AudioBrowserAdapter.java,02aed266128d6a069576a72823aac944dfcb98b9,2019-01-26 14:26:13+01:00,5be0737affc332975e1a8ba3205c98f66d6cc00b,2016-11-15 15:45:03+01:00,Revert audio lists stable ids optimization  Fix #739
