JNI_File,NCOE,LRA1,NSL1,HCL1,MMM,TMS,UP,TMC,PEO1,ASMRV1,UNMI,UNMD,NURP1,NHE1,Changed
cloned_abidi/javacpp-0.5/src/main/java/com/googlecode/javacpp/BoolPointer.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cloned_abidi/javacpp-0.5/src/main/java/com/googlecode/javacpp/BytePointer.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cloned_abidi/javacpp-0.5/src/main/java/com/googlecode/javacpp/CLongPointer.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cloned_abidi/javacpp-0.5/src/main/java/com/googlecode/javacpp/CharPointer.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cloned_abidi/javacpp-0.5/src/main/java/com/googlecode/javacpp/DoublePointer.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cloned_abidi/javacpp-0.5/src/main/java/com/googlecode/javacpp/FloatPointer.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cloned_abidi/javacpp-0.5/src/main/java/com/googlecode/javacpp/IntPointer.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cloned_abidi/javacpp-0.5/src/main/java/com/googlecode/javacpp/LongPointer.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cloned_abidi/javacpp-0.5/src/main/java/com/googlecode/javacpp/Pointer.java,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0
cloned_abidi/javacpp-0.5/src/main/java/com/googlecode/javacpp/PointerPointer.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cloned_abidi/javacpp-0.5/src/main/java/com/googlecode/javacpp/ShortPointer.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cloned_abidi/javacpp-0.5/src/main/java/com/googlecode/javacpp/SizeTPointer.java,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
