JNI_File,NCOE,LRA1,NSL1,HCL1,MMM,TMS,UP,TMC,PEO1,ASMRV1,UNMI,UNMD,NURP1,NHE1,Changed
cloned_abidi/java-smt-0.60/src/org/sosy_lab/solver/mathsat5/Mathsat5NativeApi.java,0,0,0,0,0,0,0,1,0,0,46,126,0,0,0
cloned_abidi/java-smt-0.60/lib/native/source/libmathsat5j/org_sosy_1lab_solver_mathsat5_Mathsat5NativeApi.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
