JNI_File,NCOE,LRA1,NSL1,HCL1,MMM,TMS,UP,TMC,PEO1,ASMRV1,UNMI,UNMD,NURP1,NHE1,Changed
cloned_abidi/realm-java-v2.3.2/realm/realm-library/src/main/java/io/realm/Property.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
cloned_abidi/realm-java-v2.3.2/realm/realm-library/src/main/java/io/realm/RealmObjectSchema.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
cloned_abidi/realm-java-v2.3.2/realm/realm-library/src/main/java/io/realm/RealmSchema.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
cloned_abidi/realm-java-v2.3.2/realm/realm-library/src/main/java/io/realm/internal/CheckedRow.java,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1
cloned_abidi/realm-java-v2.3.2/realm/realm-library/src/main/java/io/realm/internal/LinkView.java,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
cloned_abidi/realm-java-v2.3.2/realm/realm-library/src/main/java/io/realm/internal/NativeObjectReference.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
cloned_abidi/realm-java-v2.3.2/realm/realm-library/src/main/java/io/realm/internal/SharedRealm.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cloned_abidi/realm-java-v2.3.2/realm/realm-library/src/main/java/io/realm/internal/Table.java,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
cloned_abidi/realm-java-v2.3.2/realm/realm-library/src/main/java/io/realm/internal/TableQuery.java,0,0,0,0,0,0,0,1,0,0,6,0,0,0,1
cloned_abidi/realm-java-v2.3.2/realm/realm-library/src/main/java/io/realm/internal/TableView.java,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1
cloned_abidi/realm-java-v2.3.2/realm/realm-library/src/main/java/io/realm/internal/TestUtil.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
cloned_abidi/realm-java-v2.3.2/realm/realm-library/src/main/java/io/realm/internal/UncheckedRow.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cloned_abidi/realm-java-v2.3.2/realm/realm-library/src/main/java/io/realm/internal/Util.java,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
cloned_abidi/realm-java-v2.3.2/realm/realm-library/src/main/java/io/realm/log/RealmLog.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
