Project,FileName,ASMRV,EILC,HCL,LRA,MMM,NCOE,NHE,NSL,NURP,PEO,TMC,TMS,UNMD,UNMI,UP,Changed,PrevFixing,CodeChurn,LOC
vlc-android-3.1.2,libvlc/src/org/videolan/libvlc/LibVLC.java,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,21,1483,132
vlc-android-3.1.2,medialibrary/jni/AndroidMediaLibrary.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,371,137
vlc-android-3.1.2,medialibrary/src/org/videolan/medialibrary/media/Folder.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,118,70
vlc-android-3.1.2,medialibrary/src/org/videolan/medialibrary/media/Artist.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,231,131
vlc-android-3.1.2,medialibrary/jni/medialibrary.cpp,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,2972,1938
vlc-android-3.1.2,medialibrary/jni/AndroidMediaLibrary.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1801,807
vlc-android-3.1.2,medialibrary/src/org/videolan/medialibrary/Medialibrary.java,0,10,0,0,0,0,0,2,2,0,0,0,0,0,0,0,14,1910,915
vlc-android-3.1.2,medialibrary/src/org/videolan/medialibrary/media/Playlist.java,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,221,106
vlc-android-3.1.2,libvlc/src/org/videolan/libvlc/Media.java,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1838,811
vlc-android-3.1.2,medialibrary/src/org/videolan/medialibrary/media/MediaWrapper.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,423,682
vlc-android-3.1.2,libvlc/jni/libvlcjni-dialog.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,328,216
vlc-android-3.1.2,libvlc/src/org/videolan/libvlc/AWindow.java,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,15,1680,640
vlc-android-3.1.2,libvlc/src/org/videolan/libvlc/MediaList.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,433,192
vlc-android-3.1.2,medialibrary/src/org/videolan/medialibrary/media/Genre.java,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,188,98
vlc-android-3.1.2,libvlc/jni/libvlcjni-medialist.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,631,127
vlc-android-3.1.2,libvlc/jni/thumbnailer.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,320,297
vlc-android-3.1.2,libvlc/src/org/videolan/libvlc/Dialog.java,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,484,425
vlc-android-3.1.2,libvlc/src/org/videolan/libvlc/util/VLCUtil.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,488,525
vlc-android-3.1.2,libvlc/jni/libvlcjni-vlcobject.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,403,206
vlc-android-3.1.2,medialibrary/jni/utils.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,582,255
vlc-android-3.1.2,libvlc/src/org/videolan/libvlc/VLCObject.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,427,163
vlc-android-3.1.2,libvlc/jni/libvlcjni-media.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1175,610
vlc-android-3.1.2,libvlc/src/org/videolan/libvlc/MediaPlayer.java,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,22,2358,1233
vlc-android-3.1.2,libvlc/jni/libvlcjni-vlcobject.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,193,112
vlc-android-3.1.2,libvlc/jni/libvlcjni-mediadiscoverer.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,248,119
vlc-android-3.1.2,libvlc/src/org/videolan/libvlc/RendererItem.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,74,41
vlc-android-3.1.2,libvlc/jni/libvlcjni.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1714,428
vlc-android-3.1.2,libvlc/src/org/videolan/libvlc/MediaDiscoverer.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,235,141
vlc-android-3.1.2,libvlc/jni/libvlcjni-rendererdiscoverer.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,248,190
vlc-android-3.1.2,libvlc/src/org/videolan/libvlc/RendererDiscoverer.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,170,137
vlc-android-3.1.2,libvlc/jni/libvlcjni-mediaplayer.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2553,961
vlc-android-3.1.2,medialibrary/src/org/videolan/medialibrary/media/Album.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,212,124
vlc-android-3.1.2,medialibrary/jni/utils.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,142,107
vlc-android-3.0.96,libvlc/src/org/videolan/libvlc/LibVLC.java,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,21,1483,132
vlc-android-3.0.96,medialibrary/jni/AndroidMediaLibrary.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,365,137
vlc-android-3.0.96,medialibrary/src/org/videolan/medialibrary/media/Folder.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,104,70
vlc-android-3.0.96,medialibrary/src/org/videolan/medialibrary/media/Artist.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,231,131
vlc-android-3.0.96,medialibrary/jni/medialibrary.cpp,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,2904,1938
vlc-android-3.0.96,medialibrary/jni/AndroidMediaLibrary.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1777,807
vlc-android-3.0.96,medialibrary/src/org/videolan/medialibrary/Medialibrary.java,0,10,0,0,0,0,0,2,2,0,0,0,0,0,0,0,14,1897,915
vlc-android-3.0.96,medialibrary/src/org/videolan/medialibrary/media/Playlist.java,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,207,106
vlc-android-3.0.96,libvlc/src/org/videolan/libvlc/Media.java,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1838,811
vlc-android-3.0.96,medialibrary/src/org/videolan/medialibrary/media/MediaWrapper.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,366,671
vlc-android-3.0.96,libvlc/jni/libvlcjni-dialog.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,328,216
vlc-android-3.0.96,libvlc/src/org/videolan/libvlc/AWindow.java,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,15,1665,634
vlc-android-3.0.96,libvlc/src/org/videolan/libvlc/MediaList.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,433,192
vlc-android-3.0.96,medialibrary/src/org/videolan/medialibrary/media/Genre.java,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,188,98
vlc-android-3.0.96,libvlc/jni/libvlcjni-medialist.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,631,127
vlc-android-3.0.96,libvlc/jni/thumbnailer.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,320,297
vlc-android-3.0.96,libvlc/src/org/videolan/libvlc/Dialog.java,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,484,425
vlc-android-3.0.96,libvlc/src/org/videolan/libvlc/util/VLCUtil.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,488,525
vlc-android-3.0.96,libvlc/jni/libvlcjni-vlcobject.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,403,206
