project,file,ASM,EILC,HCL,LRA,MMM,NCOE,NHE,NSL,NURP,PEO,TMC,TMS,UNMD,UNMI,UP,Changed,previous_fixes,code_churn,loc
wolfssl-v1.11.0-stable,native/com_wolfssl_WolfSSLSession.c,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,19,4,4118
wolfssl-v1.11.0-stable,src/java/com/wolfssl/wolfcrypt/ECC.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,75
wolfssl-v1.11.0-stable,src/java/com/wolfssl/wolfcrypt/RSA.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,100
wolfssl-v1.11.0-stable,src/java/com/wolfssl/WolfSSL.java,0,7,0,0,0,0,0,3,1,0,1,0,0,12,0,1,8,4,1115
wolfssl-v1.11.0-stable,src/java/com/wolfssl/WolfSSLCertificate.java,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,343,740
wolfssl-v1.11.0-stable,src/java/com/wolfssl/wolfcrypt/EccKey.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,122
wolfssl-v1.9.0-stable,native/com_wolfssl_WolfSSLSession.c,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,19,69,4118
wolfssl-v1.9.0-stable,src/java/com/wolfssl/wolfcrypt/ECC.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,75
wolfssl-v1.9.0-stable,src/java/com/wolfssl/wolfcrypt/RSA.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,100
wolfssl-v1.9.0-stable,src/java/com/wolfssl/WolfSSL.java,0,7,0,0,0,0,0,3,1,0,1,0,0,12,0,1,8,17,1115
wolfssl-v1.9.0-stable,src/java/com/wolfssl/WolfSSLX509StoreCtx.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,80
wolfssl-v1.9.0-stable,src/java/com/wolfssl/WolfSSLCertificate.java,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,655
wolfssl-v1.9.0-stable,src/java/com/wolfssl/WolfSSLCertManager.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,14,219
wolfssl-v1.9.0-stable,src/java/com/wolfssl/wolfcrypt/EccKey.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122
wolfssl-v1.6.0-stable,native/com_wolfssl_WolfSSLSession.c,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,15,422,4007
wolfssl-v1.6.0-stable,src/java/com/wolfssl/wolfcrypt/ECC.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,43
wolfssl-v1.6.0-stable,src/java/com/wolfssl/wolfcrypt/RSA.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,49
wolfssl-v1.6.0-stable,src/java/com/wolfssl/WolfSSL.java,0,7,0,0,0,0,0,3,1,0,1,0,0,12,0,1,4,95,989
wolfssl-v1.6.0-stable,src/java/com/wolfssl/WolfSSLX509StoreCtx.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,68
wolfssl-v1.6.0-stable,src/java/com/wolfssl/WolfSSLCertificate.java,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,486
wolfssl-v1.6.0-stable,src/java/com/wolfssl/WolfSSLCertManager.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,170
