Variable,Coefficient,Odds Ratio,p-value,95% CI
const,-1.71860810165599,0.17931556332642326,0.9963176934761797,"(0.0000, inf)"
ASMRV,0.27368112034200104,1.3147954738535907,0.1476168794741319,"(0.9078, 1.9043)"
EILC,0.01866271199287249,1.0188379488364103,0.9243706799821999,"(0.6930, 1.4978)"
TMS,0.24983718475766337,1.283816374796422,0.24615292739895767,"(0.8417, 1.9583)"
UNMD,-1.5760234975863843,0.20679578933874107,0.9994592767644747,"(0.0000, inf)"
UNMI,0.23953538082111697,1.2706586407766793,0.20040161051285865,"(0.8806, 1.8335)"
UP,-2.7121979103053695,0.06639072537749771,0.9990634400273783,"(0.0000, inf)"
