Variable,Coefficient,Odds Ratio,p-value,95% CI
const,-1.053977878685993,0.3485485041533901,0.05033583415674325,"(0.1213, 1.0015)"
EILC,0.44924348990105506,1.5671261901488365,0.4612633521648424,"(0.4743, 5.1775)"
NSL,1.3828183194772241,3.9861199711842903,0.2045603474037847,"(0.4707, 33.7553)"
loc,0.6749332846428834,1.9639019491792646,0.5835489567627159,"(0.1759, 21.9324)"
code_churn,1.1673369023764484,3.2134235727834257,0.09311764888819202,"(0.8227, 12.5519)"
