Project,FileName,LOC,CodeChurn,PrevFixing
pljava-V1_4_3,.cdtproject,74,558,6
pljava-V1_4_3,.classpath,11,51,6
pljava-V1_4_3,.cvsignore,4,6,1
pljava-V1_4_3,.project,135,483,6
pljava-V1_4_3,COPYRIGHT,28,43,3
pljava-V1_4_3,Makefile,96,371,16
pljava-V1_4_3,.externalToolBuilders/Header generation.launch,8,8,0
pljava-V1_4_3,.externalToolBuilders/org.postgresql.pljava build.xml [Builder].launch,13,13,0
pljava-V1_4_3,.settings/org.eclipse.cdt.core.prefs,3,7,1
pljava-V1_4_3,.settings/org.eclipse.jdt.core.prefs,12,12,0
pljava-V1_4_3,docs/.cvsignore,1,1,0
pljava-V1_4_3,docs/intro.html,102,237,3
pljava-V1_4_3,docs/jni_rationale.html,165,236,0
pljava-V1_4_3,docs/readme.html,155,450,4
pljava-V1_4_3,docs/solutions.html,73,775,2
pljava-V1_4_3,docs/userguide.html,712,3791,3
pljava-V1_4_3,packaging/Makefile,71,300,6
pljava-V1_4_3,packaging/jira-desc.txt,6,8,0
pljava-V1_4_3,packaging/project.xml,40,40,0
pljava-V1_4_3,fixes/gcj/java_sql_Types.h,72,149,1
pljava-V1_4_3,src/java/Makefile.global,38,161,7
pljava-V1_4_3,src/sql/install.sql,69,101,2
pljava-V1_4_3,src/sql/uninstall.sql,3,3,0
pljava-V1_4_3,src/C/pljava/.cvsignore,1,1,0
pljava-V1_4_3,src/C/pljava/Backend.c,851,3508,28
pljava-V1_4_3,src/C/pljava/Exception.c,164,922,14
pljava-V1_4_3,src/C/pljava/ExecutionPlan.c,311,162,3
pljava-V1_4_3,src/C/pljava/Function.c,685,2560,20
pljava-V1_4_3,src/C/pljava/HashMap.c,389,550,7
pljava-V1_4_3,src/C/pljava/Invocation.c,280,315,3
pljava-V1_4_3,src/C/pljava/Iterator.c,79,143,4
pljava-V1_4_3,src/C/pljava/JNICalls.c,979,1253,13
pljava-V1_4_3,src/C/pljava/Makefile,247,927,20
pljava-V1_4_3,src/C/pljava/PgObject.c,164,493,5
pljava-V1_4_3,src/C/pljava/PgSavepoint.c,167,58,1
pljava-V1_4_3,src/C/pljava/SPI.c,191,854,13
pljava-V1_4_3,src/C/pljava/SQLInputFromChunk.c,78,88,0
pljava-V1_4_3,src/C/pljava/SQLInputFromTuple.c,75,85,0
pljava-V1_4_3,src/C/pljava/SQLOutputToChunk.c,91,104,1
pljava-V1_4_3,src/C/pljava/SQLOutputToTuple.c,42,63,0
pljava-V1_4_3,src/C/pljava/Session.c,53,77,3
pljava-V1_4_3,src/C/pljava/SubXactListener.c,105,115,2
pljava-V1_4_3,src/C/pljava/XactListener.c,108,118,1
pljava-V1_4_3,src/C/pljava/backports.c,204,392,3
pljava-V1_4_3,src/C/pljava/jvm.def,4,8,1
pljava-V1_4_3,src/java/deploy/Makefile,14,65,6
pljava-V1_4_3,src/java/examples/Makefile,20,89,6
pljava-V1_4_3,src/java/pljava/Makefile,78,427,10
pljava-V1_4_3,src/java/test/Makefile,14,57,3
pljava-V1_4_3,src/java/test/build.xml,17,22,2
pljava-V1_4_3,src/C/include/pljava/.cvsignore,1,1,0
pljava-V1_4_3,src/C/include/pljava/Backend.h,27,214,6
pljava-V1_4_3,src/C/include/pljava/Exception.h,67,189,5
pljava-V1_4_3,src/C/include/pljava/Function.h,67,150,4
pljava-V1_4_3,src/C/include/pljava/HashMap.h,154,218,3
pljava-V1_4_3,src/C/include/pljava/HashMap_priv.h,104,153,3
pljava-V1_4_3,src/C/include/pljava/Invocation.h,89,62,2
pljava-V1_4_3,src/C/include/pljava/Iterator.h,42,77,3
pljava-V1_4_3,src/C/include/pljava/JNICalls.h,162,183,5
pljava-V1_4_3,src/C/include/pljava/PgObject.h,93,158,3
pljava-V1_4_3,src/C/include/pljava/PgObject_priv.h,75,119,3
pljava-V1_4_3,src/C/include/pljava/SPI.h,41,186,5
pljava-V1_4_3,src/C/include/pljava/SQLInputFromChunk.h,27,32,0
pljava-V1_4_3,src/C/include/pljava/SQLInputFromTuple.h,26,32,0
pljava-V1_4_3,src/C/include/pljava/SQLOutputToChunk.h,28,16,0
pljava-V1_4_3,src/C/include/pljava/SQLOutputToTuple.h,27,24,0
pljava-V1_4_3,src/C/include/pljava/Session.h,24,34,1
pljava-V1_4_3,src/C/include/pljava/backports.h,43,128,3
pljava-V1_4_3,src/C/include/pljava/pljava.h,111,338,8
pljava-V1_4_3,src/C/pljava/type/AclId.c,207,501,9
pljava-V1_4_3,src/C/pljava/type/Any.c,48,101,0
pljava-V1_4_3,src/C/pljava/type/Array.c,190,235,1
pljava-V1_4_3,src/C/pljava/type/BigDecimal.c,55,155,5
pljava-V1_4_3,src/C/pljava/type/Boolean.c,142,640,6
pljava-V1_4_3,src/C/pljava/type/Byte.c,133,343,6
pljava-V1_4_3,src/C/pljava/type/Coerce.c,94,109,1
pljava-V1_4_3,src/C/pljava/type/Composite.c,283,344,1
pljava-V1_4_3,src/C/pljava/type/Date.c,54,187,7
pljava-V1_4_3,src/C/pljava/type/Double.c,148,725,8
pljava-V1_4_3,src/C/pljava/type/ErrorData.c,370,1229,7
pljava-V1_4_3,src/C/pljava/type/Float.c,148,664,8
pljava-V1_4_3,src/C/pljava/type/HeapTupleHeader.c,70,559,8
pljava-V1_4_3,src/C/pljava/type/Integer.c,141,629,6
pljava-V1_4_3,src/C/pljava/type/JavaWrapper.c,72,114,2
pljava-V1_4_3,src/C/pljava/type/LargeObject.c,380,1046,8
pljava-V1_4_3,src/C/pljava/type/Long.c,147,717,8
pljava-V1_4_3,src/C/pljava/type/Oid.c,244,661,6
pljava-V1_4_3,src/C/pljava/type/Portal.c,339,1064,12
pljava-V1_4_3,src/C/pljava/type/Relation.c,244,928,7
pljava-V1_4_3,src/C/pljava/type/Short.c,141,641,7
pljava-V1_4_3,src/C/pljava/type/String.c,206,524,10
pljava-V1_4_3,src/C/pljava/type/Time.c,162,429,11
pljava-V1_4_3,src/C/pljava/type/Timestamp.c,193,557,12
pljava-V1_4_3,src/C/pljava/type/TriggerData.c,341,1115,9
pljava-V1_4_3,src/C/pljava/type/Tuple.c,145,529,9
pljava-V1_4_3,src/C/pljava/type/TupleDesc.c,276,900,11
pljava-V1_4_3,src/C/pljava/type/TupleTable.c,60,371,7
pljava-V1_4_3,src/C/pljava/type/Type.c,719,1495,15
pljava-V1_4_3,src/C/pljava/type/UDT.c,367,578,3
pljava-V1_4_3,src/C/pljava/type/Void.c,44,143,4
pljava-V1_4_3,src/C/pljava/type/byte_array.c,83,276,10
pljava-V1_4_3,src/java/deploy/META-INF/manifest.txt,1,0,1
pljava-V1_4_3,src/java/examples/deployment/examples.ddr,369,931,12
pljava-V1_4_3,src/java/examples/deployment/examples.manifest,3,8,2
pljava-V1_4_3,src/C/include/pljava/type/.cvsignore,1,1,0
pljava-V1_4_3,src/C/include/pljava/type/AclId.h,29,43,3
pljava-V1_4_3,src/C/include/pljava/type/Array.h,32,41,0
pljava-V1_4_3,src/C/include/pljava/type/Coerce.h,35,41,1
pljava-V1_4_3,src/C/include/pljava/type/Composite.h,19,23,0
pljava-V1_4_3,src/C/include/pljava/type/ErrorData.h,32,74,4
pljava-V1_4_3,src/C/include/pljava/type/HeapTupleHeader.h,28,71,3
pljava-V1_4_3,src/C/include/pljava/type/JavaWrapper.h,29,23,2
pljava-V1_4_3,src/C/include/pljava/type/LargeObject.h,29,46,2
pljava-V1_4_3,src/C/include/pljava/type/Oid.h,35,73,3
pljava-V1_4_3,src/C/include/pljava/type/Portal.h,29,69,3
pljava-V1_4_3,src/C/include/pljava/type/Relation.h,29,68,3
pljava-V1_4_3,src/C/include/pljava/type/String.h,69,123,3
pljava-V1_4_3,src/C/include/pljava/type/String_priv.h,45,85,3
pljava-V1_4_3,src/C/include/pljava/type/Time.h,42,51,1
pljava-V1_4_3,src/C/include/pljava/type/Timestamp.h,35,75,4
pljava-V1_4_3,src/C/include/pljava/type/TriggerData.h,33,80,3
pljava-V1_4_3,src/C/include/pljava/type/Tuple.h,35,89,5
pljava-V1_4_3,src/C/include/pljava/type/TupleDesc.h,36,94,5
pljava-V1_4_3,src/C/include/pljava/type/TupleTable.h,31,76,4
pljava-V1_4_3,src/C/include/pljava/type/Type.h,215,336,6
pljava-V1_4_3,src/C/include/pljava/type/Type_priv.h,184,306,5
pljava-V1_4_3,src/C/include/pljava/type/UDT.h,34,47,1
pljava-V1_4_3,src/C/include/pljava/type/UDT_priv.h,40,60,1
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/ObjectPool.java,32,42,1
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/PooledObject.java,38,44,1
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/ResultSetHandle.java,34,39,1
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/ResultSetProvider.java,38,29,3
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/SavepointListener.java,18,28,1
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/Session.java,100,213,3
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/SessionManager.java,55,64,2
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/TransactionListener.java,17,29,2
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/TriggerData.java,132,22,3
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/TriggerException.java,72,29,3
pljava-V1_4_3,src/java5/org/postgresql/pljava/annotation/Function.java,33,40,0
pljava-V1_4_3,src/java5/org/postgresql/pljava/annotation/Trigger.java,29,34,0
pljava-V1_4_3,src/java/deploy/org/postgresql/pljava/deploy/Deployer.java,441,197,5
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/AnyTest.java,31,40,0
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/BinaryColumnTest.java,47,53,0
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/ComplexScalar.java,91,31,0
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/ComplexTuple.java,41,48,0
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/HugeResultSet.java,45,61,2
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/LoggerTest.java,16,18,1
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/MetaDataBooleans.java,97,122,0
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/MetaDataInts.java,99,124,0
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/MetaDataStrings.java,93,118,1
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/MetaDataTest.java,269,523,0
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/Parameters.java,281,248,4
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/Point.java,41,50,0
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/RandomInts.java,44,51,0
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/ResultSetTest.java,75,93,1
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/SPIActions.java,320,397,8
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/Security.java,33,35,0
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/SetOfRecordTest.java,36,43,0
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/Threads.java,74,6,2
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/Triggers.java,132,81,4
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/TupleReturn.java,81,28,1
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/Users.java,40,48,0
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/UsingProperties.java,87,149,1
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/UsingPropertiesAsResultSet.java,38,65,1
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/UsingPropertiesAsScalarSet.java,57,179,1
pljava-V1_4_3,src/java/examples/org/postgresql/pljava/example/example.properties,3,3,0
