Project,FileName,LOC,CodeChurn,PrevFixing
rocksdb-v5.0.2,.arcconfig,17,55,6
rocksdb-v5.0.2,.clang-format,5,89,2
rocksdb-v5.0.2,.gitignore,66,105,20
rocksdb-v5.0.2,.travis.yml,39,295,25
rocksdb-v5.0.2,AUTHORS,9,27,2
rocksdb-v5.0.2,CMakeLists.txt,640,1164,78
rocksdb-v5.0.2,CONTRIBUTING.md,13,31,2
rocksdb-v5.0.2,DEFAULT_OPTIONS_HISTORY.md,13,38,3
rocksdb-v5.0.2,DUMP_FORMAT.md,10,16,0
rocksdb-v5.0.2,HISTORY.md,380,724,133
rocksdb-v5.0.2,INSTALL.md,68,203,11
rocksdb-v5.0.2,LANGUAGE-BINDINGS.md,11,12,1
rocksdb-v5.0.2,LICENSE,29,39,2
rocksdb-v5.0.2,Makefile,1258,5480,264
rocksdb-v5.0.2,PATENTS,28,77,2
rocksdb-v5.0.2,README.md,19,37,1
rocksdb-v5.0.2,ROCKSDB_LITE.md,16,21,1
rocksdb-v5.0.2,USERS.md,53,99,6
rocksdb-v5.0.2,Vagrantfile,28,34,2
rocksdb-v5.0.2,WINDOWS_PORT.md,145,230,2
rocksdb-v5.0.2,appveyor.yml,16,61,9
rocksdb-v5.0.2,src.mk,368,603,51
rocksdb-v5.0.2,thirdparty.inc,215,357,4
rocksdb-v5.0.2,arcanist_util/__phutil_library_init__.php,2,3,0
rocksdb-v5.0.2,arcanist_util/__phutil_library_map__.php,69,112,2
rocksdb-v5.0.2,build_tools/amalgamate.py,98,110,1
rocksdb-v5.0.2,build_tools/build_detect_platform,432,694,53
rocksdb-v5.0.2,build_tools/cont_integration.sh,109,161,6
rocksdb-v5.0.2,build_tools/dependencies.sh,18,112,7
rocksdb-v5.0.2,build_tools/dependencies_4.8.1.sh,18,100,3
rocksdb-v5.0.2,build_tools/dockerbuild.sh,2,0,0
rocksdb-v5.0.2,build_tools/error_filter.py,129,167,2
rocksdb-v5.0.2,build_tools/fb_compile_mongo.sh,46,73,2
rocksdb-v5.0.2,build_tools/fbcode_config.sh,122,501,24
rocksdb-v5.0.2,build_tools/fbcode_config4.8.1.sh,87,301,8
rocksdb-v5.0.2,build_tools/format-diff.sh,97,142,5
rocksdb-v5.0.2,build_tools/gnu_parallel,7464,7936,1
rocksdb-v5.0.2,build_tools/make_new_version.sh,36,124,4
rocksdb-v5.0.2,build_tools/make_package.sh,102,120,1
rocksdb-v5.0.2,build_tools/precommit_checker.py,167,262,5
rocksdb-v5.0.2,build_tools/regression_build_test.sh,393,614,15
rocksdb-v5.0.2,build_tools/rocksdb-lego-determinator,807,1496,39
rocksdb-v5.0.2,build_tools/run_ci_db_test.ps1,265,698,7
rocksdb-v5.0.2,build_tools/update_dependencies.sh,103,189,7
rocksdb-v5.0.2,build_tools/version.sh,14,28,2
rocksdb-v5.0.2,coverage/coverage_test.sh,63,98,3
rocksdb-v5.0.2,coverage/parse_gcov_output.py,96,118,0
rocksdb-v5.0.2,db/auto_roll_logger.cc,149,41,4
rocksdb-v5.0.2,db/auto_roll_logger.h,113,29,3
rocksdb-v5.0.2,db/auto_roll_logger_test.cc,401,254,4
rocksdb-v5.0.2,db/builder.cc,193,1385,46
rocksdb-v5.0.2,db/builder.h,76,288,25
rocksdb-v5.0.2,db/c.cc,2209,4522,63
rocksdb-v5.0.2,db/c_test.c,916,1900,40
rocksdb-v5.0.2,db/column_family.cc,1004,2769,76
rocksdb-v5.0.2,db/column_family.h,477,1274,45
rocksdb-v5.0.2,db/column_family_test.cc,2752,4416,68
rocksdb-v5.0.2,db/compact_files_test.cc,230,314,13
rocksdb-v5.0.2,db/compacted_db_impl.cc,149,40,2
rocksdb-v5.0.2,db/compacted_db_impl.h,85,6,1
rocksdb-v5.0.2,db/compaction.cc,400,1367,38
rocksdb-v5.0.2,db/compaction.h,247,762,29
rocksdb-v5.0.2,db/compaction_iteration_stats.h,27,33,2
rocksdb-v5.0.2,db/compaction_iterator.cc,480,803,23
rocksdb-v5.0.2,db/compaction_iterator.h,162,280,15
rocksdb-v5.0.2,db/compaction_iterator_test.cc,308,579,9
rocksdb-v5.0.2,db/compaction_job.cc,1245,5864,70
rocksdb-v5.0.2,db/compaction_job.h,141,471,24
rocksdb-v5.0.2,db/compaction_job_stats_test.cc,920,1258,22
rocksdb-v5.0.2,db/compaction_job_test.cc,795,1734,32
rocksdb-v5.0.2,db/compaction_picker.cc,1784,5315,72
rocksdb-v5.0.2,db/compaction_picker.h,317,980,25
rocksdb-v5.0.2,db/compaction_picker_test.cc,1041,1653,29
rocksdb-v5.0.2,db/comparator_db_test.cc,383,545,9
rocksdb-v5.0.2,db/convenience.cc,22,11,0
rocksdb-v5.0.2,db/corruption_test.cc,445,876,37
rocksdb-v5.0.2,db/cuckoo_table_db_test.cc,288,442,9
rocksdb-v5.0.2,db/db_block_cache_test.cc,516,609,6
rocksdb-v5.0.2,db/db_bloom_filter_test.cc,866,1133,3
rocksdb-v5.0.2,db/db_compaction_filter_test.cc,709,1496,11
rocksdb-v5.0.2,db/db_compaction_test.cc,2190,3132,31
rocksdb-v5.0.2,db/db_dynamic_level_test.cc,444,598,5
rocksdb-v5.0.2,db/db_filesnapshot.cc,134,757,16
rocksdb-v5.0.2,db/db_flush_test.cc,48,58,2
rocksdb-v5.0.2,db/db_impl.cc,5916,33775,565
rocksdb-v5.0.2,db/db_impl.h,923,3680,191
rocksdb-v5.0.2,db/db_impl_debug.cc,159,337,16
rocksdb-v5.0.2,db/db_impl_experimental.cc,133,183,4
rocksdb-v5.0.2,db/db_impl_readonly.cc,174,646,23
rocksdb-v5.0.2,db/db_impl_readonly.h,99,398,15
rocksdb-v5.0.2,db/db_info_dumper.cc,116,9,0
rocksdb-v5.0.2,db/db_info_dumper.h,11,7,0
rocksdb-v5.0.2,db/db_inplace_update_test.cc,151,207,1
rocksdb-v5.0.2,db/db_io_failure_test.cc,221,262,3
rocksdb-v5.0.2,db/db_iter.cc,1062,3913,61
rocksdb-v5.0.2,db/db_iter.h,74,183,10
rocksdb-v5.0.2,db/db_iter_test.cc,2009,4245,26
rocksdb-v5.0.2,db/db_iterator_test.cc,1577,1899,11
rocksdb-v5.0.2,db/db_log_iter_test.cc,268,308,3
rocksdb-v5.0.2,db/db_memtable_test.cc,136,163,1
rocksdb-v5.0.2,db/db_merge_operator_test.cc,86,98,1
rocksdb-v5.0.2,db/db_options_test.cc,294,524,9
rocksdb-v5.0.2,db/db_properties_test.cc,1128,1315,7
rocksdb-v5.0.2,db/db_range_del_test.cc,447,671,2
rocksdb-v5.0.2,db/db_sst_test.cc,704,3312,10
rocksdb-v5.0.2,db/db_table_properties_test.cc,219,284,4
rocksdb-v5.0.2,db/db_tailing_iter_test.cc,669,881,12
rocksdb-v5.0.2,db/db_test.cc,5097,59799,462
rocksdb-v5.0.2,db/db_test2.cc,1907,2695,19
rocksdb-v5.0.2,db/db_test_util.cc,1141,738,24
rocksdb-v5.0.2,db/db_test_util.h,686,365,20
rocksdb-v5.0.2,db/db_universal_compaction_test.cc,1253,1800,22
rocksdb-v5.0.2,db/db_wal_test.cc,1085,1258,11
rocksdb-v5.0.2,db/dbformat.cc,158,483,21
rocksdb-v5.0.2,db/dbformat.h,467,1181,41
rocksdb-v5.0.2,db/dbformat_test.cc,163,273,7
rocksdb-v5.0.2,db/deletefile_test.cc,443,599,22
rocksdb-v5.0.2,db/event_helpers.cc,119,212,3
rocksdb-v5.0.2,db/event_helpers.h,42,45,1
rocksdb-v5.0.2,db/experimental.cc,38,55,2
rocksdb-v5.0.2,db/external_sst_file_ingestion_job.cc,447,528,2
rocksdb-v5.0.2,db/external_sst_file_ingestion_job.h,128,151,1
rocksdb-v5.0.2,db/external_sst_file_test.cc,1640,2331,9
rocksdb-v5.0.2,db/fault_injection_test.cc,470,2014,29
rocksdb-v5.0.2,db/file_indexer.cc,188,394,6
rocksdb-v5.0.2,db/file_indexer.h,125,224,8
rocksdb-v5.0.2,db/file_indexer_test.cc,329,474,10
rocksdb-v5.0.2,db/filename.cc,364,651,21
rocksdb-v5.0.2,db/filename.h,134,288,16
rocksdb-v5.0.2,db/filename_test.cc,159,682,8
rocksdb-v5.0.2,db/flush_job.cc,310,893,34
rocksdb-v5.0.2,db/flush_job.h,98,176,8
rocksdb-v5.0.2,db/flush_job_test.cc,203,379,13
rocksdb-v5.0.2,db/flush_scheduler.cc,71,146,2
rocksdb-v5.0.2,db/flush_scheduler.h,36,72,2
rocksdb-v5.0.2,db/forward_iterator.cc,785,1587,29
rocksdb-v5.0.2,db/forward_iterator.h,131,203,12
rocksdb-v5.0.2,db/forward_iterator_bench.cc,335,418,5
rocksdb-v5.0.2,db/inlineskiplist.h,805,1818,8
rocksdb-v5.0.2,db/inlineskiplist_test.cc,559,743,6
rocksdb-v5.0.2,db/internal_stats.cc,993,4086,43
rocksdb-v5.0.2,db/internal_stats.h,438,1084,30
rocksdb-v5.0.2,db/job_context.h,104,161,6
rocksdb-v5.0.2,db/listener_test.cc,695,1254,19
rocksdb-v5.0.2,db/log_format.h,37,75,8
rocksdb-v5.0.2,db/log_reader.cc,384,790,20
rocksdb-v5.0.2,db/log_reader.h,133,236,14
rocksdb-v5.0.2,db/log_test.cc,644,1411,20
rocksdb-v5.0.2,db/log_writer.cc,118,228,11
rocksdb-v5.0.2,db/log_writer.h,89,157,9
rocksdb-v5.0.2,db/managed_iterator.cc,238,284,6
rocksdb-v5.0.2,db/managed_iterator.h,73,89,2
rocksdb-v5.0.2,db/manual_compaction_test.cc,130,2,0
rocksdb-v5.0.2,db/memtable.cc,812,2674,77
