Project,FileName,LOC,CodeChurn,PrevFixing
realm-java-v0.90.0,.gitignore,37,1063,20
realm-java-v0.90.0,CHANGELOG.md,447,1245,52
realm-java-v0.90.0,CONTRIBUTING.md,140,234,3
realm-java-v0.90.0,LICENSE,220,291,1
realm-java-v0.90.0,README.md,108,1113,24
realm-java-v0.90.0,build.gradle,321,1348,19
realm-java-v0.90.0,gradle.properties,1,1,1
realm-java-v0.90.0,gradlew,141,6,0
realm-java-v0.90.0,gradlew.bat,66,90,0
realm-java-v0.90.0,logo.png,163,0,0
realm-java-v0.90.0,realm.properties,2,8,0
realm-java-v0.90.0,settings.gradle,1,218,9
realm-java-v0.90.0,version.txt,1,186,3
realm-java-v0.90.0,.github/ISSUE_TEMPLATE.md,25,111,3
realm-java-v0.90.0,examples/build.gradle,29,102,6
realm-java-v0.90.0,examples/gradlew,141,6,0
realm-java-v0.90.0,examples/gradlew.bat,66,0,0
realm-java-v0.90.0,examples/settings.gradle,14,28,4
realm-java-v0.90.0,gradle-plugin/build.gradle,130,212,3
realm-java-v0.90.0,gradle-plugin/gradlew,144,164,0
realm-java-v0.90.0,gradle-plugin/gradlew.bat,66,90,0
realm-java-v0.90.0,gradle-plugin/settings.gradle,1,45,1
realm-java-v0.90.0,realm-annotations/build.gradle,83,118,3
realm-java-v0.90.0,realm-annotations/gradlew,141,488,0
realm-java-v0.90.0,realm-annotations/gradlew.bat,66,270,0
realm-java-v0.90.0,realm-transformer/build.gradle,120,157,5
realm-java-v0.90.0,realm-transformer/gradlew,141,160,0
realm-java-v0.90.0,realm-transformer/gradlew.bat,66,90,0
realm-java-v0.90.0,realm-transformer/settings.gradle,1,1,1
realm-java-v0.90.0,realm/build.gradle,35,1245,21
realm-java-v0.90.0,realm/gradle.properties,1,1,0
realm-java-v0.90.0,realm/gradlew,141,6,0
realm-java-v0.90.0,realm/gradlew.bat,66,0,0
realm-java-v0.90.0,realm/settings.gradle,4,6,0
realm-java-v0.90.0,examples/encryptionExample/build.gradle,25,119,5
realm-java-v0.90.0,examples/encryptionExample/lint.xml,8,8,1
realm-java-v0.90.0,examples/gridViewExample/build.gradle,37,174,6
realm-java-v0.90.0,examples/gridViewExample/lint.xml,8,8,1
realm-java-v0.90.0,examples/introExample/build.gradle,26,191,5
realm-java-v0.90.0,examples/introExample/lint.xml,8,9,1
realm-java-v0.90.0,examples/jsonExample/build.gradle,30,43,3
realm-java-v0.90.0,examples/jsonExample/lint.xml,7,7,1
realm-java-v0.90.0,examples/jsonExample/lombok.config,1,1,1
realm-java-v0.90.0,examples/kotlinExample/build.gradle,48,163,8
realm-java-v0.90.0,examples/kotlinExample/lint.xml,7,7,1
realm-java-v0.90.0,examples/migrationExample/build.gradle,23,99,3
realm-java-v0.90.0,examples/migrationExample/lint.xml,6,6,1
realm-java-v0.90.0,examples/newsreaderExample/build.gradle,46,53,1
realm-java-v0.90.0,examples/newsreaderExample/lint.xml,6,6,1
realm-java-v0.90.0,examples/rxJavaExample/README.md,10,62,0
realm-java-v0.90.0,examples/rxJavaExample/build.gradle,32,119,1
realm-java-v0.90.0,examples/rxJavaExample/lint.xml,7,7,1
realm-java-v0.90.0,examples/threadExample/build.gradle,27,33,3
realm-java-v0.90.0,examples/threadExample/lint.xml,8,8,1
realm-java-v0.90.0,examples/unitTestExample/README.md,16,27,1
realm-java-v0.90.0,examples/unitTestExample/build.gradle,43,68,3
realm-java-v0.90.0,examples/unitTestExample/lint.xml,6,6,1
realm-java-v0.90.0,examples/unitTestExample/unittest-config-settings.png,2276,0,1
realm-java-v0.90.0,gradle/wrapper/gradle-wrapper.jar,1401,0,0
realm-java-v0.90.0,gradle/wrapper/gradle-wrapper.properties,6,50,1
realm-java-v0.90.0,realm/realm-annotations-processor/build.gradle,99,209,4
realm-java-v0.90.0,realm/realm-jni/build.gradle,321,351,5
realm-java-v0.90.0,realm/realm-jni/generate-jni-headers.sh,15,0,0
realm-java-v0.90.0,realm/realm-jni/generic.mk,1695,0,0
realm-java-v0.90.0,realm/realm-jni/project.mk,57,16,2
realm-java-v0.90.0,realm/realm-library/build.gradle,192,759,10
realm-java-v0.90.0,realm/realm-library/latest,0,0,0
realm-java-v0.90.0,realm/realm-library/proguard-rules.pro,8,6,2
realm-java-v0.90.0,examples/gradle/wrapper/gradle-wrapper.jar,1401,0,0
realm-java-v0.90.0,examples/gradle/wrapper/gradle-wrapper.properties,6,18,1
realm-java-v0.90.0,examples/moduleExample/app/build.gradle,37,18,3
realm-java-v0.90.0,examples/moduleExample/app/proguard-rules.pro,15,10,1
realm-java-v0.90.0,examples/moduleExample/library/build.gradle,18,12,2
realm-java-v0.90.0,examples/moduleExample/library/lint.xml,8,8,1
realm-java-v0.90.0,gradle-plugin/gradle/wrapper/gradle-wrapper.jar,1352,0,0
realm-java-v0.90.0,gradle-plugin/gradle/wrapper/gradle-wrapper.properties,6,28,0
realm-java-v0.90.0,realm-annotations/gradle/wrapper/gradle-wrapper.jar,1401,0,0
realm-java-v0.90.0,realm-annotations/gradle/wrapper/gradle-wrapper.properties,6,28,1
realm-java-v0.90.0,realm-transformer/gradle/wrapper/gradle-wrapper.jar,1401,0,0
realm-java-v0.90.0,realm-transformer/gradle/wrapper/gradle-wrapper.properties,6,6,0
realm-java-v0.90.0,realm/config/checkstyle/checkstyle-suppressions.xml,11,27,6
realm-java-v0.90.0,realm/config/checkstyle/checkstyle.xml,130,178,1
realm-java-v0.90.0,realm/config/findbugs/findbugs-filter.xml,60,72,3
realm-java-v0.90.0,realm/config/pmd/ruleset.xml,13,17,0
realm-java-v0.90.0,realm/gradle/wrapper/gradle-wrapper.jar,1401,0,0
realm-java-v0.90.0,realm/gradle/wrapper/gradle-wrapper.properties,6,20,0
realm-java-v0.90.0,realm/realm-jni/src/Makefile,4,4,0
realm-java-v0.90.0,realm/realm-jni/src/TableSpecUtil.cpp,112,2,0
realm-java-v0.90.0,realm/realm-jni/src/TableSpecUtil.hpp,31,0,0
realm-java-v0.90.0,realm/realm-jni/src/columntypeutil.cpp,75,4,0
realm-java-v0.90.0,realm/realm-jni/src/columntypeutil.hpp,29,0,0
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_CheckedRow.cpp,211,12,1
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_CheckedRow.h,201,8,1
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_Group.cpp,295,43,2
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_Group.h,138,24,1
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_LinkView.cpp,220,152,4
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_LinkView.h,131,36,3
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_SharedGroup.cpp,305,39,1
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_SharedGroup.h,173,24,1
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_SubtableSchema.cpp,68,0,0
