Variable,Coefficient,Odds Ratio,p-value,95% CI
const,0.07090693674257523,1.0734813195512438,0.9995734868676958,"(0.0000, 87065489204889239556214312950985613940325179295953049902691494151512963076063156408327601529573497625734157434880.0000)"
EILC,-0.24829571239436032,0.7801292152869893,0.20641986093977804,"(0.5307, 1.1467)"
HCL,1.8415523696956828,6.306320406999806,0.9988544286360125,"(0.0000, inf)"
TMC,0.21622579401043943,1.2413826441240945,0.4753121103230701,"(0.6856, 2.2477)"
TMS,-0.18808985815052964,0.8285402527928063,0.36999306795589715,"(0.5492, 1.2500)"
UNMD,-0.4249568655795423,0.6537979857188453,0.12130154499422974,"(0.3819, 1.1192)"
LOC,1.782351286369191,5.943815613760931,0.00010228658081445625,"(2.4186, 14.6072)"
PrevFixing,-1.268672091925979,0.28120478806680843,0.0015839703942500474,"(0.1280, 0.6179)"
