Variable,Coefficient,Odds Ratio,p-value,95% CI
const,-0.8729575908785068,0.4177142925185484,0.00025356503566532614,"(0.2617, 0.6668)"
EILC,1.130086710018969,3.095924936196439,0.04746509066149121,"(1.0127, 9.4644)"
MMM,0.4319760573121547,1.5402982358397843,0.023631359204504477,"(1.0596, 2.2391)"
NHE,0.19374554042438466,1.2137873838341524,0.3357435282031267,"(0.8181, 1.8008)"
LOC,1.1552588236507528,3.174845036178682,0.05669441440568941,"(0.9676, 10.4170)"
PrevFixing,-0.325624198395614,0.7220764939547271,0.6585968401754667,"(0.1703, 3.0611)"
