Project,JNI_File,ASM,EILC,HCL,LRA,MMM,NCOE,NHE,NSL,NURP,PEO,TMC,TMS,UNMD,UNMI,UP,Changed
Monero-java-v0.8.36,src/main/java/monero/common/MoneroUtils.java,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
Monero-java-v0.8.36,src/main/java/monero/wallet/MoneroWalletFull.java,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Monero-java-v0.8.36,src/main/cpp/monero_jni_bridge.cpp,7,0,0,0,5,0,15,0,0,0,0,0,0,0,0,1
Monero-java-v0.8.37,src/main/java/monero/common/MoneroUtils.java,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
Monero-java-v0.8.37,src/main/java/monero/wallet/MoneroWalletFull.java,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monero-java-v0.8.37,src/main/cpp/monero_jni_bridge.cpp,7,0,0,0,5,0,15,0,0,0,0,0,0,0,0,1
Monero-java-v0.8.17,src/main/java/monero/common/MoneroUtils.java,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
Monero-java-v0.8.17,src/main/java/monero/wallet/MoneroWalletFull.java,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monero-java-v0.8.17,src/main/cpp/monero_jni_bridge.cpp,7,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0
Monero-java-v0.8.9,src/main/java/monero/common/MoneroUtils.java,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Monero-java-v0.8.9,src/main/java/monero/wallet/MoneroWalletFull.java,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Monero-java-v0.8.9,src/main/cpp/monero_jni_bridge.cpp,7,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0
Monero-java-v0.8.35,src/main/java/monero/common/MoneroUtils.java,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
Monero-java-v0.8.35,src/main/java/monero/wallet/MoneroWalletFull.java,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Monero-java-v0.8.35,src/main/cpp/monero_jni_bridge.cpp,7,0,0,0,5,0,15,0,0,0,0,0,0,0,0,1
Monero-java-v0.8.24,src/main/java/monero/common/MoneroUtils.java,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
Monero-java-v0.8.24,src/main/java/monero/wallet/MoneroWalletFull.java,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monero-java-v0.8.24,src/main/cpp/monero_jni_bridge.cpp,7,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0
Monero-java-v0.8.10,src/main/java/monero/common/MoneroUtils.java,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Monero-java-v0.8.10,src/main/java/monero/wallet/MoneroWalletFull.java,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Monero-java-v0.8.10,src/main/cpp/monero_jni_bridge.cpp,7,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0
Monero-java-v0.8.13,src/main/java/monero/common/MoneroUtils.java,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Monero-java-v0.8.13,src/main/java/monero/wallet/MoneroWalletFull.java,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monero-java-v0.8.13,src/main/cpp/monero_jni_bridge.cpp,7,0,0,0,5,0,15,0,0,0,0,0,0,0,0,1
Monero-java-v0.8.31,src/main/java/monero/common/MoneroUtils.java,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
Monero-java-v0.8.31,src/main/java/monero/wallet/MoneroWalletFull.java,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monero-java-v0.8.31,src/main/cpp/monero_jni_bridge.cpp,7,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0
